"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","총 주차면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","위도","경도"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49194136","126.82423413"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.4917209","126.82507648"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49155477","126.82517186"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49194728","126.82420869"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49185712","126.82389256"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.4918393","126.82397479"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49183261","126.82399741"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49177026","126.82423189"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49184505","126.82394779"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49201963","126.82396506"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49177826","126.82420259"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49197694","126.82411176"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49192713","126.82428204"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49180049","126.82412642"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49199829","126.8240414"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49186262","126.82386943"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49198524","126.82408781"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49185054","126.82392166"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49179195","126.82415293"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49182792","126.82401955"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49167143","126.82529133"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49201371","126.8239905"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49187094","126.82384309"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49154412","126.82522499"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49156541","126.82511723"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49170787","126.82513036"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49193424","126.82425809"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49185258","126.82392054"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49199117","126.82406535"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49157666","126.82506186"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.4919639","126.82415966"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49187709","126.82381621"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49197101","126.8241372"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49202674","126.82393812"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49178388","126.82417994"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.49182172","126.82404687"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 10:56:44","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","37.4920054","126.82401745"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54208383","127.01692961"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54220898","127.01729414"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54229243","127.0168608"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54229714","127.01726347"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54216427","127.01730985"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54217085","127.01689819"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54225368","127.01727993"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54236489","127.01724927"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54206238","127.01693858"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54223157","127.01728741"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54240715","127.0172362"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54227573","127.01727095"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54226979","127.01686528"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54210648","127.01692063"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54237588","127.01683088"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54249491","127.01721255"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.5424275","127.0172295"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54224833","127.01687127"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54214939","127.01690417"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.5424485","127.01722384"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54233415","127.01684584"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54239733","127.0168234"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54214218","127.01731733"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54235561","127.01683836"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54204092","127.01694607"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54218692","127.01730237"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54212794","127.01691166"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54246988","127.01721704"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.5423127","127.01685332"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54238539","127.01724301"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-15 16:34:41","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","37.54201946","127.01695354"
"1576347","돈화문로 공영주차장(시)","중구 을지로3가 296-24","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 11:29:08","N","무료","Y","유료","0","1114015500048","810","5","810","5","0","0","0","0","0","37.564945","126.992711"
"1576347","돈화문로 공영주차장(시)","중구 을지로3가 296-24","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 11:29:08","N","무료","Y","유료","0","1114015500048","810","5","810","5","0","0","0","0","0","37.56482","126.992726"
"1576347","돈화문로 공영주차장(시)","중구 을지로3가 296-24","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 11:29:08","N","무료","Y","유료","0","1114015500048","810","5","810","5","0","0","0","0","0","37.564809","126.992891"
"1576347","돈화문로 공영주차장(시)","중구 을지로3가 296-24","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 11:29:08","N","무료","Y","유료","0","1114015500048","810","5","810","5","0","0","0","0","0","37.564903","126.992716"
"1576347","돈화문로 공영주차장(시)","중구 을지로3가 296-24","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2026-04-07 11:29:08","N","무료","Y","유료","0","1114015500048","810","5","810","5","0","0","0","0","0","37.562184","126.993212"
